district_id,district_name,state_name,state_code,year,source_name,source_year,area_sq_km,coastal_district,population_total,population_male,population_female,rural_population,urban_population,rural_population_pct,urban_population_pct,population_density,population_growth_rate_pct,sex_ratio,child_sex_ratio_0_6,children_0_6_pop,households_total,avg_household_size,sc_population,sc_population_pct,st_population,st_population_pct,literacy_rate_pct,male_literacy_rate_pct,female_literacy_rate_pct,literate_population,illiterate_population,sanitation_coverage_pct,hh_with_latrine,hh_without_latrine,hh_with_flush_latrine,hh_with_pit_latrine,open_defecation_free,swachh_bharat_toilets_built,drinking_water_coverage_pct,hh_tap_water,hh_well_water,hh_other_water_source,hh_water_within_premises,hh_treated_water_pct,piped_water_urban_pct,piped_water_rural_pct,jjm_fhtc_connections,fluoride_affected_habitations,arsenic_affected_habitations,nitrate_affected_habitations,iron_affected_habitations,total_wq_affected_habitations,habitations_safe_water,water_quality_issue_count,water_testing_labs_count,water_samples_tested,water_samples_failed_pct,sub_centres_count,phc_count,chc_count,subdivisional_hospitals,district_hospitals,mobile_medical_units,total_govt_health_facilities,govt_hospital_beds,govt_doctors_count,govt_nurses_count,asha_workers,anganwadi_centres,health_facility_count,infant_mortality_rate,under5_mortality_rate,maternal_mortality_ratio,stunting_pct,wasting_pct,anemia_women_pct,institutional_delivery_pct,full_immunization_pct,antenatal_care_pct,poverty_rate_pct,bpl_households,bpl_household_pct,electricity_access_pct,avg_monthly_income_inr,flood_risk,drought_risk,cyclone_risk,vulnerability_score_raw,risk_tier,population_at_risk,waterborne_disease_index,public_health_risk_score
TN_KRIS_2023,Krishnagiri,Tamil Nadu,TN,2023,SBM_SBMG2023,2023,5143,0,2155988,1084541,1071447,1015553,1140435,47.1,52.9,419.21,1.07,987.9,937.1,236941,501151,4.3,263465,12.22,33089,1.53,73.26,80.1,68.89,1579395,576593,94.78,474967,26184,369899,53699,0,21065,92.83,347225,150613,3313,355888,50.16,99,69.62,106167,26,3,10,16,55,199,55,2,1609,19.28,238,37,10,2,1,2,288,933,268,380,1015,2448,288,19.6,23.1,63.5,17.57,19.38,58.01,100.0,90.81,95.45,6.35,31818,6.35,92.71,24890,MEDIUM,HIGH,LOW,23.082,HIGH,49764515,0.2193,11.7135
TN_KRIS_2023,Krishnagiri,Tamil Nadu,TN,2023,JJM_2023,2023,5143,0,2147886,1071285,1076601,1011736,1136150,47.1,52.9,417.63,1.02,1005.0,934.3,232895,551667,3.89,479483,22.32,62780,2.92,78.95,83.48,73.13,1695786,452100,99.0,546150,5517,341535,142500,1,4685,91.79,296816,103062,151789,392009,66.44,99,68.84,172307,16,0,4,16,36,248,36,5,1357,13.28,241,33,10,1,1,2,286,1004,238,483,1011,1800,286,30.3,41.8,78.1,33.95,10.04,61.01,93.57,94.28,94.0,7.0,38617,7.0,97.75,21861,MEDIUM,HIGH,LOW,22.494,HIGH,48314547,0.1887,11.4855
TN_KRIS_2013,Krishnagiri,Tamil Nadu,TN,2013,DLHS4_2012-13,2013,5143,0,1904461,934930,969531,897074,1007387,47.1,52.9,370.3,1.05,1037.0,953.9,188811,471949,4.04,302022,15.86,50794,2.67,71.41,78.14,64.72,1360000,544461,92.83,438116,33833,272667,85521,0,0,72.72,195303,90272,186374,249642,48.85,83.63,54.54,0,26,0,3,14,43,142,43,2,1546,17.15,247,30,9,4,1,6,291,1069,363,669,897,2078,291,20.6,28.4,81.7,37.23,17.72,59.36,98.18,77.76,82.03,9.69,45721,9.69,93.23,22119,MEDIUM,HIGH,LOW,29.091,HIGH,55402674,0.2668,14.7571
TN_TIRU_2011,Tiruvallur,Tamil Nadu,TN,2011,Census2011,2011,3422,0,3772098,1915280,1856818,1137471,2634627,30.15,69.85,1102.31,0.94,969.5,966.0,377628,974685,3.87,591060,15.67,146296,3.88,69.35,74.72,67.31,2615975,1156123,90.07,877935,96750,581509,181386,0,0,82.75,595477,210708,168500,591063,69.22,95.16,62.06,0,3,0,10,8,21,108,21,4,422,3.7,249,33,9,1,1,6,293,748,270,381,1137,3255,293,30.6,35.7,65.1,20.36,20.95,42.9,92.66,93.48,89.22,3.46,33682,3.46,93.05,17961,HIGH,MEDIUM,LOW,27.18,HIGH,102525623,0.2056,13.7943
TN_TIRU_2016,Tiruvallur,Tamil Nadu,TN,2016,RHS2016,2016,3422,0,3941345,1986413,1954932,1188508,2752837,30.15,69.85,1151.77,1.34,984.2,951.3,419402,1006386,3.92,923045,23.42,213587,5.42,74.23,81.51,69.42,2925475,1015870,92.23,928226,78160,620409,213427,0,0,79.0,628470,212378,165538,609021,70.62,90.85,59.25,0,14,1,9,17,41,208,41,2,308,12.36,309,54,13,2,1,5,379,1120,301,461,1188,4002,379,31.1,42.0,59.7,22.41,19.27,49.16,86.05,89.21,86.53,2.81,28315,2.81,89.39,14344,HIGH,MEDIUM,LOW,27.916,HIGH,110026587,0.2644,14.1587
TN_TIRU_2018,Tiruvallur,Tamil Nadu,TN,2018,DataGovIN_WaterQuality,2018,3422,0,4107103,2054242,2052861,1238492,2868611,30.15,69.85,1200.21,1.09,999.3,960.3,458076,972134,4.22,651547,15.86,154484,3.76,73.23,80.27,68.3,3007447,1099656,88.4,859334,112800,493936,118660,0,109872,75.38,463844,129869,378421,539056,39.91,86.68,56.53,0,13,3,3,4,23,262,23,5,1526,9.43,348,61,14,2,1,5,426,1302,489,576,1238,4579,426,22.6,29.5,115.5,22.65,10.4,38.28,85.96,91.76,94.25,1.86,18056,1.86,97.91,31973,HIGH,MEDIUM,LOW,25.663,HIGH,105400584,0.223,12.9759
TN_TIRU_2016,Tiruvallur,Tamil Nadu,TN,2016,NFHS4_2015-16,2016,3422,0,3986332,2032104,1954228,1202073,2784259,30.15,69.85,1164.91,1.13,961.7,934.9,419224,991873,4.02,985223,24.72,140322,3.52,72.47,77.53,66.48,2888734,1097598,85.8,851076,140797,598736,253734,0,0,74.28,505741,132313,353819,614181,53.48,85.42,55.71,0,15,2,7,16,40,236,40,1,949,8.2,249,45,9,3,1,5,307,1099,319,547,1202,3460,307,23.8,26.5,48.7,29.74,20.63,47.07,95.32,78.86,79.63,2.76,27387,2.76,91.03,33163,HIGH,MEDIUM,LOW,28.765,HIGH,114666839,0.2784,14.5422
TN_TIRU_2021,Tiruvallur,Tamil Nadu,TN,2021,NFHS5_2019-21,2021,3422,0,4184135,2053521,2130614,1261721,2922414,30.15,69.85,1222.72,1.14,1037.5,939.7,406706,1013392,4.13,663027,15.85,167805,4.01,75.83,82.2,73.13,3172985,1011150,98.53,998445,14947,668982,235214,1,13405,88.17,714557,272061,26774,764629,61.09,99,66.13,210291,5,1,1,1,8,140,8,6,1696,8.15,354,68,20,4,1,3,447,1738,437,986,1261,3845,447,27.1,37.7,83.3,25.95,15.68,59.13,91.23,83.07,78.28,1.76,17806,1.76,92.56,46570,HIGH,LOW,LOW,20.244,HIGH,84703628,0.1254,10.2903
TN_TIRU_2022,Tiruvallur,Tamil Nadu,TN,2022,RuralHealthStat2022,2022,3422,0,4263390,2100189,2163201,1285620,2977770,30.15,69.85,1245.88,1.45,1030.0,930.9,470470,990202,4.31,805534,18.89,64823,1.52,78.56,82.69,76.02,3349474,913916,96.05,951108,39094,592001,227772,1,32306,89.52,496576,202140,291486,788122,76.52,99,67.14,144102,12,1,5,11,29,244,29,6,474,11.31,294,38,12,4,1,2,349,1314,366,778,1285,4829,349,14.7,20.0,87.7,28.07,15.64,45.39,100.0,97.52,93.14,1.5,14853,1.5,100.0,40700,HIGH,LOW,LOW,18.76,HIGH,79981196,0.1518,9.4768
TN_TIRU_2011,Tiruvallur,Tamil Nadu,TN,2011,CensusHH2011,2011,3422,0,3659038,1843191,1815847,1103378,2555660,30.15,69.85,1069.27,1.45,985.2,954.5,404649,952808,3.84,578899,15.82,204263,5.58,70.88,76.4,65.08,2593352,1065686,90.8,865139,87669,560811,153880,0,0,76.42,551275,146745,254788,555558,58.09,87.88,57.31,0,3,3,3,4,13,273,13,5,1957,10.14,233,44,9,4,1,5,291,1014,273,596,1103,3735,291,29.1,37.5,69.8,22.34,14.86,45.75,85.84,93.53,97.17,3.86,36735,3.86,93.46,29403,HIGH,LOW,LOW,27.235,HIGH,99653899,0.2026,13.8175
TN_TIRU_2023,Tiruvallur,Tamil Nadu,TN,2023,SBM_SBMG2023,2023,3422,0,4181355,2064320,2117035,1260882,2920473,30.15,69.85,1221.9,1.22,1025.5,943.7,480512,955903,4.37,521430,12.47,64130,1.53,77.43,80.57,74.74,3237791,943564,94.39,902283,53620,766110,125364,0,49710,85.31,570275,273081,112547,610706,42.88,98.11,63.98,130189,12,2,7,20,41,218,41,5,1235,4.96,315,54,15,1,1,6,386,1043,317,494,1260,3746,386,17.6,24.0,36.7,26.47,19.7,58.9,98.87,91.88,89.63,1.5,14338,1.5,94.71,27700,HIGH,MEDIUM,LOW,21.802,HIGH,91161901,0.2071,11.0138
TN_TIRU_2023,Tiruvallur,Tamil Nadu,TN,2023,JJM_2023,2023,3422,0,4192627,2075781,2116846,1264281,2928346,30.15,69.85,1225.2,1.46,1019.8,938.5,450206,1095957,3.83,993301,23.69,69189,1.65,75.66,83.43,69.83,3172291,1020336,99.0,1084997,10960,679433,182395,1,7317,84.24,592447,142409,361101,792509,56.49,96.88,63.18,193007,7,3,6,13,29,162,29,4,1371,4.18,353,48,11,1,1,1,414,871,198,356,1264,4404,414,29.2,32.7,97.4,21.63,14.77,52.58,100.0,95.82,95.67,1.5,16439,1.5,99.03,45258,HIGH,MEDIUM,LOW,23.035,HIGH,96577162,0.1952,11.695
TN_TIRU_2013,Tiruvallur,Tamil Nadu,TN,2013,DLHS4_2012-13,2013,3422,0,3839483,1892296,1947187,1157791,2681692,30.15,69.85,1122.0,1.46,1029.0,958.6,386769,972611,3.95,622784,16.22,182310,4.75,70.04,75.31,66.77,2689346,1150137,85.28,829409,143202,657055,149767,0,0,82.33,441396,204637,326578,632168,64.89,94.68,61.75,0,6,2,4,7,19,183,19,5,1477,20.85,316,40,8,2,1,4,367,903,242,555,1157,3717,367,17.3,20.9,102.8,17.76,19.87,50.18,99.88,88.0,89.24,2.89,28076,2.89,89.68,30680,HIGH,LOW,LOW,24.62,HIGH,94528071,0.1845,12.4347
TN_KALL_2011,Kallakurichi,Tamil Nadu,TN,2011,Census2011,2011,3540,0,1378591,698401,680190,674305,704286,48.91,51.09,389.43,1.28,973.9,948.3,148591,324433,4.25,329983,23.94,60375,4.38,74.91,79.99,68.45,1032646,345945,91.74,297636,26797,221018,40116,0,0,73.52,162325,42703,119405,204341,45.8,84.55,55.14,0,12,1,2,10,25,199,25,5,1683,6.56,140,23,5,3,1,5,172,758,279,324,674,1437,172,33.8,39.4,113.5,33.53,15.16,51.53,98.33,76.15,74.41,9.83,31906,9.83,85.75,23901,LOW,MEDIUM,LOW,27.452,HIGH,37845080,0.2508,14.0119
TN_KALL_2016,Kallakurichi,Tamil Nadu,TN,2016,RHS2016,2016,3540,0,1475891,742378,733513,721897,753994,48.91,51.09,416.92,1.01,988.1,951.1,148483,333236,4.43,332313,22.52,56168,3.81,70.48,76.34,63.58,1040174,435717,91.37,304465,28771,235998,45787,0,0,75.65,138842,55191,139203,197006,44.6,87.0,56.74,0,3,1,9,19,32,159,32,3,1016,12.83,165,32,6,2,1,4,206,815,241,461,721,1322,206,30.7,37.3,73.4,24.64,10.87,57.9,84.75,87.12,90.08,8.46,28184,8.46,95.39,20095,LOW,MEDIUM,LOW,27.074,HIGH,39958272,0.2551,13.7924
TN_KALL_2018,Kallakurichi,Tamil Nadu,TN,2018,DataGovIN_WaterQuality,2018,3540,0,1485616,746552,739064,726654,758962,48.91,51.09,419.67,0.99,990.0,959.2,127590,388052,3.83,406279,27.35,50393,3.39,72.38,76.49,68.98,1075337,410279,82.79,321263,66789,178315,63948,0,53465,81.85,209162,72456,106434,278554,49.08,94.12,61.38,0,2,0,1,12,15,193,15,2,319,16.29,157,30,6,3,1,1,197,968,370,450,726,1455,197,14.3,18.4,46.5,30.65,10.65,47.79,88.51,91.02,87.42,7.62,29554,7.62,95.41,25101,LOW,LOW,LOW,21.585,HIGH,32067021,0.1758,10.9479
TN_KALL_2016,Kallakurichi,Tamil Nadu,TN,2016,NFHS4_2015-16,2016,3540,0,1473286,741693,731593,720623,752663,48.91,51.09,416.18,0.96,986.4,954.1,140457,349333,4.22,307731,20.89,21515,1.46,76.72,79.72,74.16,1130288,342998,90.38,315712,33621,244708,46597,0,0,81.56,222435,95338,31560,255397,60.66,93.79,61.17,0,2,2,0,12,16,198,16,6,850,4.65,187,28,8,2,1,2,226,741,169,301,720,1470,226,20.4,26.8,57.8,23.39,21.53,40.61,93.76,78.66,79.4,7.66,26760,7.66,97.35,21162,LOW,MEDIUM,LOW,20.735,HIGH,30548585,0.174,10.5575
TN_KALL_2021,Kallakurichi,Tamil Nadu,TN,2021,NFHS5_2019-21,2021,3540,0,1511154,747061,764093,739145,772009,48.91,51.09,426.88,1.02,1022.8,950.8,158726,392300,3.85,253082,16.75,35104,2.32,71.71,79.58,68.85,1083634,427520,99.0,388377,3923,277238,95894,1,3205,94.59,234067,66117,92116,289122,71.56,99,70.95,118971,1,0,6,8,15,137,15,2,1752,10.52,153,26,7,3,1,1,190,861,197,357,739,1708,190,27.3,34.1,73.5,33.3,10.9,58.01,97.86,97.44,100,8.36,32784,8.36,96.98,33511,LOW,MEDIUM,LOW,19.27,HIGH,29119937,0.1196,9.8702
TN_KALL_2022,Kallakurichi,Tamil Nadu,TN,2022,RuralHealthStat2022,2022,3540,0,1574204,798060,776144,769985,804219,48.91,51.09,444.69,1.37,972.5,951.6,165993,401168,3.92,269111,17.1,18036,1.15,73.22,78.46,70.7,1152648,421556,99.0,397156,4012,249998,84946,1,3606,95.79,213561,118024,69583,314243,61.14,99,71.84,142530,13,3,10,3,29,167,29,2,348,21.63,214,30,7,4,1,2,256,1052,249,694,769,1346,256,27.3,33.1,43.8,27.88,12.05,43.37,93.44,93.55,94.23,6.61,26499,6.61,95.33,51881,LOW,MEDIUM,LOW,18.848,HIGH,29670596,0.1504,9.6418
TN_KALL_2011,Kallakurichi,Tamil Nadu,TN,2011,CensusHH2011,2011,3540,0,1383971,704576,679395,676937,707034,48.91,51.09,390.95,1.29,964.3,933.7,139819,330282,4.19,317064,22.91,30116,2.18,73.9,81.52,70.72,1022769,361202,88.44,292108,38174,208328,55359,0,0,81.09,205438,91230,33614,194284,58.88,93.26,60.82,0,1,2,0,19,22,235,22,5,1775,21.44,181,31,6,4,1,6,223,1037,273,576,676,1210,223,29.3,39.7,100.7,29.07,10.79,40.02,87.9,88.15,92.49,9.61,31754,9.61,96.09,18848,LOW,MEDIUM,LOW,25.431,HIGH,35195766,0.2152,12.9746
TN_KALL_2023,Kallakurichi,Tamil Nadu,TN,2023,SBM_SBMG2023,2023,3540,0,1559785,766727,793058,762932,796853,48.91,51.09,440.62,1.0,1034.3,966.0,166245,368759,4.23,352808,22.62,51582,3.31,76.21,80.09,70.47,1188652,371133,98.91,364741,4018,293888,56047,1,2861,90.53,255134,88438,25187,262824,61.18,99,67.9,106379,15,1,2,10,28,184,28,4,601,4.81,177,27,6,3,1,6,214,832,215,362,762,1763,214,18.1,23.7,97.2,27.67,20.41,56.13,94.63,95.08,96.2,6.88,25360,6.88,96.52,21425,MEDIUM,LOW,LOW,19.855,HIGH,30969531,0.1461,10.0969
TN_KALL_2023,Kallakurichi,Tamil Nadu,TN,2023,JJM_2023,2023,3540,0,1551395,789710,761685,758828,792567,48.91,51.09,438.25,1.12,964.5,931.0,166279,362605,4.28,396348,25.55,76757,4.95,77.81,84.04,73.22,1207159,344236,95.7,347011,15594,290405,100603,1,13098,95.55,237870,114441,10294,282210,35.78,99,71.66,90097,3,2,6,5,16,130,16,4,1783,15.6,161,22,4,2,1,5,190,735,224,297,758,1752,190,13.8,19.1,47.6,28.29,14.12,52.59,99.67,81.95,79.19,7.89,28617,7.89,100.0,21774,MEDIUM,LOW,LOW,17.818,HIGH,27642756,0.0969,9.0645
TN_KALL_2013,Kallakurichi,Tamil Nadu,TN,2013,DLHS4_2012-13,2013,3540,0,1410069,694317,715752,689702,720367,48.91,51.09,398.32,1.47,1030.9,936.0,141527,330010,4.27,299377,21.23,79409,5.63,70.58,77.9,64.56,995175,414894,87.8,289754,40256,184006,73583,0,0,77.83,144272,65316,120422,215986,39.36,89.5,58.37,0,7,2,0,2,11,283,11,3,563,11.13,160,28,7,3,1,3,199,899,309,523,689,1475,199,18.8,24.2,67.1,25.79,18.73,60.81,84.66,92.57,97.05,9.1,30027,9.1,89.99,12239,MEDIUM,LOW,LOW,25.816,HIGH,36402341,0.1774,13.1035
TN_RANI_2011,Ranipet,Tamil Nadu,TN,2011,Census2011,2011,2184,0,1208687,593710,614977,691949,516738,57.25,42.75,553.43,1.07,1035.8,950.1,107511,280258,4.31,237485,19.65,28505,2.36,70.3,74.82,65.23,849675,359012,91.64,256828,23430,150397,29945,0,0,78.29,167662,48198,64398,160738,69.66,90.04,58.72,0,4,2,8,13,27,159,27,3,252,4.72,141,17,3,4,1,4,166,818,193,499,691,1378,166,31.5,39.5,128.7,35.86,13.36,53.17,94.46,83.86,87.69,7.2,20173,7.2,95.03,9028,LOW,LOW,LOW,25.531,HIGH,30858987,0.2345,13.0127
TN_RANI_2016,Ranipet,Tamil Nadu,TN,2016,RHS2016,2016,2184,0,1298074,645727,652347,743121,554953,57.25,42.75,594.36,1.33,1010.3,941.7,135545,327738,3.96,203971,15.71,75188,5.79,71.31,76.37,65.57,925620,372454,91.99,301469,26269,177541,81153,0,0,82.18,203832,83460,40446,235326,84.24,94.51,61.64,0,2,1,0,10,13,154,13,6,543,20.38,209,40,11,4,1,5,265,1160,378,650,743,1187,265,24.9,32.0,73.9,28.9,18.6,41.46,100.0,91.5,95.99,7.05,23093,7.05,92.65,12571,LOW,LOW,LOW,21.757,HIGH,28242196,0.1703,11.0875
TN_RANI_2018,Ranipet,Tamil Nadu,TN,2018,DataGovIN_WaterQuality,2018,2184,0,1296867,656566,640301,742430,554437,57.25,42.75,593.8,0.99,975.2,952.8,141659,301927,4.3,177590,13.69,21639,1.67,76.86,80.02,74.14,996710,300157,84.05,253780,48147,146448,66828,0,45289,79.16,183963,66692,51272,197280,72.1,91.04,59.37,0,2,0,6,0,8,95,8,4,1546,13.08,179,28,7,2,1,6,217,748,209,329,742,1415,217,21.4,28.1,90.9,19.44,12.17,46.4,93.39,83.27,82.19,6.7,20230,6.7,95.18,30082,MEDIUM,MEDIUM,LOW,23.925,HIGH,31027542,0.1803,12.1483
TN_RANI_2016,Ranipet,Tamil Nadu,TN,2016,NFHS4_2015-16,2016,2184,0,1266267,631602,634665,724912,541355,57.25,42.75,579.79,0.97,1004.8,959.0,125440,325966,3.88,164781,13.01,56189,4.44,71.8,77.11,66.08,909151,357116,91.03,296736,29230,207101,39261,0,0,80.49,205036,73749,47181,234390,54.65,92.57,60.37,0,0,2,2,5,9,110,9,2,240,13.42,171,23,4,1,1,6,200,826,311,458,724,1145,200,25.7,29.3,112.3,23.0,14.36,61.14,97.92,94.97,92.51,6.46,21055,6.46,91.52,35695,LOW,MEDIUM,LOW,21.665,HIGH,27433674,0.1702,11.0397
TN_RANI_2021,Ranipet,Tamil Nadu,TN,2021,NFHS5_2019-21,2021,2184,0,1370103,688098,682005,784356,585747,57.25,42.75,627.34,1.39,991.1,957.4,123876,318072,4.31,262364,19.15,70208,5.12,77.63,82.96,73.12,1063644,306459,98.27,312578,5494,252902,58662,1,4848,86.05,162470,44882,110720,194633,69.67,98.96,64.54,139627,7,3,8,15,33,231,33,3,1566,12.29,170,30,6,3,1,2,210,951,344,622,784,1197,210,25.9,36.0,45.1,22.29,18.75,55.43,87.92,82.96,84.33,4.72,14999,4.72,90.99,27942,LOW,LOW,LOW,18.933,HIGH,25940160,0.1931,9.6573
TN_RANI_2022,Ranipet,Tamil Nadu,TN,2022,RuralHealthStat2022,2022,2184,0,1345661,681923,663738,770364,575297,57.25,42.75,616.15,1.18,973.3,938.4,154651,311104,4.33,326956,24.3,27047,2.01,73.58,79.55,71.12,990142,355519,96.65,300678,10426,252636,38798,1,6948,95.32,210956,92802,7346,258312,42.55,99,71.49,72287,10,0,7,2,19,149,19,2,522,4.36,174,22,4,1,1,1,202,599,147,268,770,1446,202,23.4,28.2,34.8,20.76,15.74,53.69,99.99,83.45,85.45,5.37,16693,5.37,93.16,31620,MEDIUM,LOW,LOW,19.395,HIGH,26099095,0.1243,9.8812
TN_RANI_2011,Ranipet,Tamil Nadu,TN,2011,CensusHH2011,2011,2184,0,1208381,608061,600320,691774,516607,57.25,42.75,553.29,1.14,987.3,951.0,124674,314891,3.84,289242,23.94,17475,1.45,70.17,77.78,63.87,847954,360427,86.97,273868,41023,197987,45278,0,0,73.95,138601,40564,135726,196624,41.73,85.05,55.47,0,14,1,5,16,36,238,36,5,787,9.51,166,21,6,2,1,1,196,853,261,499,691,974,196,16.3,18.8,103.8,31.3,13.62,50.5,84.54,91.49,94.72,6.92,21792,6.92,86.49,12647,MEDIUM,LOW,LOW,27.054,HIGH,32691539,0.2499,13.6867
TN_RANI_2023,Ranipet,Tamil Nadu,TN,2023,SBM_SBMG2023,2023,2184,0,1403446,715604,687842,803445,600001,57.25,42.75,642.6,1.2,961.2,932.4,135313,346959,4.04,346028,24.66,70906,5.05,77.12,83.12,74.82,1082375,321071,93.07,322930,24029,247252,94553,0,19141,95.43,241339,87333,18287,254625,78.1,99,71.57,60043,15,0,1,7,23,173,23,2,466,4.53,175,32,9,3,1,5,220,1074,344,443,803,1280,220,14.7,16.2,101.6,32.16,19.34,38.62,100.0,99.33,100,4.89,16949,4.89,95.48,50958,MEDIUM,MEDIUM,LOW,17.482,HIGH,24535042,0.1234,8.8713
TN_RANI_2023,Ranipet,Tamil Nadu,TN,2023,JJM_2023,2023,2184,0,1375513,681183,694330,787454,588059,57.25,42.75,629.81,0.92,1019.3,931.1,151076,312273,4.4,315696,22.95,57911,4.21,73.37,80.93,67.41,1009205,366308,99.0,309150,3123,221398,37121,1,2453,87.3,166949,47689,97635,224415,73.17,99,65.47,66706,12,3,9,20,44,151,44,2,1067,12.33,204,32,6,1,1,3,244,835,257,433,787,1399,244,13.8,16.2,67.0,16.53,20.04,44.03,95.38,82.12,82.29,5.08,15867,5.08,99.96,47293,LOW,LOW,LOW,17.848,HIGH,24550156,0.1876,9.0514
TN_RANI_2013,Ranipet,Tamil Nadu,TN,2013,DLHS4_2012-13,2013,2184,0,1247475,622434,625041,714154,533321,57.25,42.75,571.19,1.5,1004.2,962.1,107176,319562,3.9,293364,23.52,73239,5.87,74.89,81.78,69.86,934251,313224,87.61,279981,39581,167141,73347,0,0,74.67,133780,57413,128369,178807,81.94,85.88,56.01,0,14,1,5,2,22,70,22,3,1916,10.75,194,25,6,3,1,4,229,807,295,475,714,1194,229,15.4,18.9,77.2,34.59,18.12,48.72,94.96,88.32,91.55,6.99,22351,6.99,88.75,11081,LOW,MEDIUM,LOW,22.012,HIGH,27459419,0.2088,11.1614
TN_TENK_2011,Tenkasi,Tamil Nadu,TN,2011,Census2011,2011,3269,0,1408385,713507,694878,809055,599330,57.45,42.55,430.83,1.27,973.9,950.1,139782,328322,4.29,176236,12.51,83082,5.9,72.29,79.33,68.8,1018146,390239,87.21,286342,41980,228798,75692,0,0,75.93,157703,66778,103841,212159,81.46,87.32,56.95,0,3,0,7,18,28,176,28,4,1804,14.12,220,40,11,1,1,6,273,966,269,395,809,1684,273,17.5,23.0,111.8,35.16,17.57,44.47,82.05,80.24,81.62,11.54,37903,11.54,86.22,23552,LOW,MEDIUM,LOW,26.06,HIGH,36702513,0.2251,13.2426
TN_TENK_2016,Tenkasi,Tamil Nadu,TN,2016,RHS2016,2016,3269,0,1473443,739383,734060,846428,627015,57.45,42.55,450.73,1.18,992.8,950.6,161209,344293,4.28,266922,18.12,55736,3.78,72.49,79.59,67.78,1068041,405402,87.06,299737,44556,180279,35310,0,0,76.71,151836,51041,141416,200020,37.75,88.22,57.53,0,1,3,7,18,29,119,29,2,1553,15.31,200,35,10,3,1,4,249,1174,305,560,846,1194,249,26.3,36.2,119.7,25.42,10.18,55.08,99.99,80.47,83.5,9.35,32207,9.35,98.87,29986,LOW,MEDIUM,LOW,26.628,HIGH,39234840,0.2449,13.5538
TN_TENK_2018,Tenkasi,Tamil Nadu,TN,2018,DataGovIN_WaterQuality,2018,3269,0,1500484,763172,737312,861962,638522,57.45,42.55,459.0,0.91,966.1,936.9,170021,336766,4.46,371924,24.79,32651,2.18,75.75,82.81,72.45,1136552,363932,90.65,305277,31489,172190,59486,0,25534,78.78,185416,86753,64597,227106,39.68,90.6,59.09,0,14,1,1,2,18,175,18,2,1924,5.78,174,24,5,3,1,6,207,910,208,380,861,1538,207,19.2,21.9,97.8,24.93,20.56,46.55,94.22,97.27,95.26,9.25,31148,9.25,93.84,25102,LOW,LOW,LOW,22.279,HIGH,33429283,0.1853,11.3386
TN_TENK_2016,Tenkasi,Tamil Nadu,TN,2016,NFHS4_2015-16,2016,3269,0,1507205,758666,748539,865823,641382,57.45,42.55,461.06,1.42,986.7,956.3,151213,338400,4.45,301364,19.99,76652,5.09,72.32,78.53,69.42,1090071,417134,84.47,285833,52567,212087,79162,0,0,79.86,186450,67815,84135,214218,81.31,91.84,59.9,0,12,3,10,20,45,47,45,6,1510,7.66,207,40,10,1,1,3,259,834,259,540,865,1573,259,33.3,43.0,58.3,22.18,20.73,54.58,93.99,84.0,82.84,9.24,31276,9.24,89.18,18158,LOW,LOW,LOW,29.363,HIGH,44256060,0.2958,14.9589
TN_TENK_2021,Tenkasi,Tamil Nadu,TN,2021,NFHS5_2019-21,2021,3269,0,1561016,783998,777018,896735,664281,57.45,42.55,477.52,1.5,991.1,934.5,153903,408863,3.82,265346,17.0,20664,1.32,71.43,78.92,64.46,1115108,445908,99.0,404774,4089,252775,94003,1,4030,84.99,203481,120314,85068,267949,67.0,97.74,63.74,85662,7,3,4,17,31,188,31,2,1663,10.15,195,38,7,2,1,3,243,1069,361,693,896,1394,243,20.6,28.7,64.6,18.03,21.85,50.65,97.23,80.43,80.18,7.5,30649,7.5,99.66,28453,MEDIUM,MEDIUM,LOW,23.072,HIGH,36015761,0.1783,11.7254
TN_TENK_2022,Tenkasi,Tamil Nadu,TN,2022,RuralHealthStat2022,2022,3269,0,1560896,770663,790233,896666,664230,57.45,42.55,477.48,1.44,1025.4,930.1,175679,392773,3.97,267529,17.14,55493,3.56,74.47,79.48,68.31,1162468,398428,99.0,388845,3928,230833,59998,1,3144,92.52,282552,80700,29521,323881,55.68,99,69.39,176265,9,3,2,8,22,89,22,1,1812,6.53,191,30,6,2,1,6,230,916,274,390,896,1452,230,20.8,27.6,100.2,33.33,10.78,50.38,99.4,91.89,88.73,8.45,33204,8.45,97.01,28997,MEDIUM,LOW,LOW,20.837,HIGH,32524389,0.13,10.6188
TN_TENK_2011,Tenkasi,Tamil Nadu,TN,2011,CensusHH2011,2011,3269,0,1400051,693446,706605,804268,595783,57.45,42.55,428.28,1.36,1019.0,962.3,146858,341848,4.1,306310,21.88,78062,5.58,74.45,78.49,70.88,1042363,357688,88.86,303778,38070,204514,73475,0,0,80.15,188327,58171,95350,219549,41.29,92.17,60.11,0,9,0,5,10,24,206,24,5,1386,7.2,193,24,5,1,1,1,224,616,235,281,804,1328,224,26.5,32.0,107.3,25.63,18.34,46.43,83.2,76.65,72.21,10.88,37206,10.88,86.18,19652,LOW,LOW,LOW,25.729,HIGH,36021912,0.2162,13.1206
