alert_id,district_id,alert_date,alert_type,severity,previous_risk_score,previous_risk_level,cases_estimated,response_delay_hours,anomaly_score,alert_status
3015,160,2021-11-07,heat_wave,low,0.368,low,64,19.5,0.318,monitored
3016,160,2022-10-26,vector_borne_disease,low,0.301,low,55,26.5,0.214,monitored
3017,160,2022-11-15,heat_wave,low,0.235,low,19,17.2,0.139,resolved
3018,160,2022-11-23,heat_wave,low,0.368,low,32,4.4,0.353,resolved
3019,160,2022-12-03,heat_wave,low,0.207,low,25,11.1,0.079,resolved
3020,160,2022-12-04,heat_wave,low,0.23,low,27,8.4,0.131,resolved
3021,160,2023-08-11,vector_borne_disease,low,0.222,low,18,26.0,0.076,monitored
3022,160,2023-11-12,heat_wave,low,0.329,low,41,17.0,0.279,resolved
3023,160,2024-02-25,heat_wave,low,0.167,low,14,15.4,0.0,monitored
3024,160,2024-05-29,heat_wave,low,0.14,low,18,30.0,0.0,monitored
3025,160,2024-09-30,vector_borne_disease,low,0.19,low,37,13.2,0.044,resolved
3026,160,2024-11-22,heat_wave,low,0.308,low,52,26.2,0.231,monitored
3027,160,2024-12-05,heat_wave,low,0.232,low,19,27.3,0.14,active
3028,161,2020-09-29,vector_borne_disease,low,0.268,low,5,25.5,0.218,monitored
3029,161,2020-11-21,heat_wave,low,0.274,low,5,22.7,0.232,resolved
3030,161,2020-12-19,heat_wave,low,0.189,low,5,22.0,0.101,monitored
3031,161,2021-01-20,heat_wave,low,0.183,low,5,16.6,0.054,monitored
3032,161,2021-03-21,heat_wave,low,0.12,low,5,19.6,0.0,resolved
3033,161,2021-04-05,heat_wave,low,0.124,low,5,33.9,0.0,resolved
3034,161,2021-09-20,vector_borne_disease,low,0.241,low,5,25.4,0.164,monitored
3035,161,2021-12-24,heat_wave,low,0.185,low,5,18.3,0.094,monitored
3036,161,2021-12-29,heat_wave,low,0.305,low,5,17.2,0.25,monitored
3037,161,2022-07-14,vector_borne_disease,low,0.122,low,5,21.4,0.0,resolved
3038,161,2022-08-18,vector_borne_disease,low,0.153,low,5,24.5,0.018,resolved
3039,161,2022-10-14,vector_borne_disease,low,0.21,low,5,10.2,0.133,resolved
3040,161,2023-01-15,heat_wave,low,0.171,low,5,29.5,0.064,resolved
3041,161,2023-08-07,vector_borne_disease,low,0.128,low,5,13.5,0.0,resolved
3042,161,2023-10-04,vector_borne_disease,low,0.232,low,5,21.9,0.153,monitored
3043,161,2023-11-14,heat_wave,low,0.252,low,5,15.4,0.202,resolved
3044,161,2023-11-18,heat_wave,low,0.239,low,5,16.2,0.187,resolved
3045,161,2024-02-28,heat_wave,low,0.139,low,5,13.8,0.0,monitored
3046,161,2024-03-20,heat_wave,low,0.115,low,5,16.8,0.0,monitored
3047,161,2024-06-30,heat_wave,low,0.121,low,5,13.7,0.0,resolved
3048,161,2024-07-13,vector_borne_disease,low,0.125,low,5,36.5,0.0,monitored
3049,161,2024-09-08,vector_borne_disease,low,0.249,low,5,13.1,0.19,resolved
3050,161,2024-09-14,vector_borne_disease,low,0.206,low,5,10.4,0.092,resolved
3051,161,2024-10-03,vector_borne_disease,low,0.214,low,5,13.6,0.133,active
3052,162,2020-01-08,heat_wave,low,0.393,low,233,10.1,0.309,resolved
3053,162,2020-01-16,heat_wave,medium,0.401,medium,237,29.9,0.316,monitored
3054,162,2020-03-31,heat_wave,low,0.225,low,116,28.0,0.0,resolved
3055,162,2020-06-01,flood,low,0.2,low,66,20.0,0.0,resolved
3056,162,2020-08-05,flood,low,0.314,low,95,16.8,0.189,monitored
3057,162,2020-09-23,flood,medium,0.448,medium,269,19.4,0.404,resolved
3058,162,2020-09-27,flood,low,0.38,low,202,25.2,0.303,resolved
3059,162,2020-11-01,heat_wave,low,0.352,low,175,21.6,0.221,resolved
3060,162,2020-11-28,heat_wave,medium,0.441,medium,263,1.8,0.413,resolved
3061,162,2020-12-04,heat_wave,medium,0.46,medium,151,13.3,0.409,resolved
3062,162,2020-12-08,heat_wave,medium,0.508,medium,255,13.5,0.502,resolved
3063,162,2021-01-25,heat_wave,medium,0.421,medium,197,11.7,0.307,resolved
3064,162,2021-02-16,heat_wave,low,0.329,low,106,22.1,0.165,resolved
3065,162,2021-06-22,flood,low,0.204,low,108,33.2,0.0,resolved
3066,162,2021-07-07,flood,low,0.202,low,75,15.1,0.0,resolved
3067,162,2021-11-13,heat_wave,medium,0.422,medium,249,2.7,0.352,resolved
3068,162,2022-01-18,heat_wave,low,0.361,low,180,41.8,0.257,resolved
3069,162,2022-01-29,heat_wave,low,0.312,low,178,37.8,0.158,monitored
3070,162,2022-04-30,heat_wave,low,0.218,low,115,9.0,0.0,resolved
3071,162,2022-06-10,flood,low,0.216,low,142,15.6,0.0,monitored
3072,162,2022-08-30,flood,low,0.332,low,209,14.1,0.183,monitored
3073,162,2022-09-05,flood,medium,0.429,medium,98,1.0,0.362,resolved
3074,162,2023-01-08,heat_wave,low,0.373,low,164,25.9,0.269,resolved
3075,162,2023-01-24,heat_wave,low,0.393,low,237,17.6,0.29,resolved
3076,162,2023-01-30,heat_wave,low,0.377,low,124,1.0,0.26,resolved
3077,162,2023-09-04,flood,low,0.378,low,233,29.3,0.283,resolved
3078,162,2023-09-06,flood,low,0.313,low,83,19.8,0.166,monitored
3079,162,2023-09-20,flood,medium,0.403,medium,122,1.0,0.328,resolved
3080,162,2023-10-16,vector_borne_disease,low,0.374,low,189,6.3,0.274,resolved
3081,162,2023-12-16,heat_wave,medium,0.418,medium,100,9.2,0.301,resolved
3082,162,2024-03-22,heat_wave,low,0.217,low,142,16.1,0.0,resolved
3083,162,2024-03-23,heat_wave,low,0.22,low,82,14.9,0.0,resolved
3084,162,2024-08-09,flood,low,0.323,low,180,11.8,0.19,monitored
3085,163,2020-01-12,water_contamination,low,0.273,low,61,34.4,0.142,monitored
3086,163,2020-02-09,water_contamination,low,0.245,low,56,10.8,0.102,resolved
3087,163,2020-06-21,flood,low,0.178,low,52,19.9,0.0,resolved
3088,163,2020-11-01,water_contamination,medium,0.447,medium,118,23.2,0.441,resolved
3089,163,2020-12-03,water_contamination,low,0.357,low,67,8.5,0.286,resolved
3090,163,2021-01-08,water_contamination,low,0.307,low,38,24.4,0.217,resolved
3091,163,2021-01-16,water_contamination,low,0.287,low,42,24.6,0.187,resolved
3092,163,2021-02-15,water_contamination,low,0.228,low,51,50.4,0.068,resolved
3093,163,2021-08-11,flood,low,0.19,low,37,11.1,0.011,resolved
3094,163,2021-11-30,water_contamination,low,0.358,low,102,25.6,0.292,resolved
3095,163,2022-02-02,water_contamination,low,0.224,low,55,15.8,0.092,monitored
3096,163,2022-05-04,water_contamination,low,0.166,low,18,23.2,0.0,resolved
3097,163,2022-07-28,flood,low,0.2,low,37,17.1,0.019,resolved
3098,163,2022-08-30,flood,low,0.258,low,33,26.7,0.109,resolved
3099,163,2022-09-01,flood,low,0.292,low,62,11.6,0.197,resolved
3100,163,2022-12-19,water_contamination,low,0.261,low,37,20.8,0.176,resolved
3101,163,2023-01-09,water_contamination,low,0.207,low,36,23.6,0.071,resolved
3102,163,2023-03-10,water_contamination,low,0.186,low,38,27.0,0.0,resolved
3103,163,2023-10-07,water_contamination,medium,0.414,medium,40,20.3,0.387,resolved
3104,163,2023-11-30,water_contamination,medium,0.42,medium,93,12.2,0.433,monitored
3105,163,2024-05-16,water_contamination,low,0.195,low,25,16.8,0.0,monitored
3106,163,2024-10-12,water_contamination,medium,0.44,medium,89,24.0,0.409,active
3107,163,2024-10-22,water_contamination,medium,0.424,medium,50,29.4,0.406,monitored
3108,163,2024-12-04,water_contamination,medium,0.426,medium,96,14.5,0.413,active
3109,163,2024-12-18,water_contamination,low,0.277,low,53,23.1,0.175,active
3110,164,2020-02-14,heat_wave,low,0.107,low,11,11.3,0.0,resolved
3111,164,2020-02-15,heat_wave,low,0.117,low,5,13.9,0.0,resolved
3112,164,2020-09-19,vector_borne_disease,low,0.211,low,15,7.2,0.158,resolved
3113,164,2021-11-14,heat_wave,low,0.287,low,27,30.3,0.289,resolved
3114,164,2022-02-05,heat_wave,low,0.096,low,7,23.3,0.0,resolved
3115,164,2022-08-15,vector_borne_disease,low,0.119,low,10,14.5,0.0,monitored
3116,164,2023-07-26,vector_borne_disease,low,0.112,low,10,7.2,0.0,monitored
3117,164,2024-03-14,heat_wave,low,0.088,low,6,20.0,0.0,monitored
3118,164,2024-08-02,vector_borne_disease,low,0.16,low,11,17.5,0.052,resolved
3119,164,2024-09-25,vector_borne_disease,low,0.103,low,6,24.1,0.0,resolved
3120,164,2024-11-01,heat_wave,low,0.248,low,24,14.9,0.248,active
3121,165,2020-06-26,heat_wave,low,0.153,low,5,25.9,0.0,resolved
3122,165,2020-07-23,vector_borne_disease,low,0.156,low,5,28.0,0.0,resolved
3123,165,2020-09-20,vector_borne_disease,low,0.259,low,5,19.0,0.152,resolved
3124,165,2021-08-21,vector_borne_disease,low,0.201,low,5,34.6,0.072,monitored
3125,165,2022-11-09,heat_wave,low,0.267,low,5,9.3,0.154,resolved
3126,165,2023-01-19,heat_wave,low,0.211,low,5,6.2,0.074,resolved
3127,165,2023-10-03,vector_borne_disease,low,0.198,low,5,26.8,0.086,resolved
3128,165,2023-10-16,vector_borne_disease,low,0.368,low,7,21.7,0.338,monitored
3129,165,2024-04-25,heat_wave,low,0.167,low,5,25.9,0.0,monitored
3130,165,2024-07-05,vector_borne_disease,low,0.176,low,5,28.3,0.0,resolved
3131,165,2024-11-30,heat_wave,low,0.245,low,5,29.1,0.134,active
3132,166,2020-10-25,vector_borne_disease,medium,0.501,medium,170,21.8,0.525,monitored
3133,166,2020-10-27,vector_borne_disease,low,0.364,low,67,4.1,0.308,monitored
3134,166,2021-01-06,heat_wave,low,0.385,low,125,18.4,0.334,resolved
3135,166,2021-03-23,heat_wave,low,0.179,low,87,16.4,0.0,resolved
3136,166,2021-04-16,heat_wave,low,0.186,low,84,8.3,0.0,monitored
3137,166,2021-09-03,flood,low,0.35,low,170,10.1,0.28,resolved
3138,166,2021-09-14,flood,low,0.364,low,109,23.8,0.3,monitored
3139,166,2021-10-25,vector_borne_disease,low,0.384,low,204,27.3,0.356,resolved
3140,166,2021-10-26,vector_borne_disease,low,0.377,low,209,19.5,0.334,resolved
3141,166,2021-11-11,heat_wave,medium,0.426,medium,198,19.0,0.406,resolved
3142,166,2021-12-07,heat_wave,low,0.289,low,134,8.7,0.198,resolved
3143,166,2022-10-17,vector_borne_disease,medium,0.401,medium,193,3.8,0.38,resolved
3144,166,2023-02-08,heat_wave,low,0.205,low,79,22.6,0.061,resolved
3145,166,2023-09-13,flood,low,0.382,low,166,13.5,0.335,resolved
3146,166,2023-10-03,vector_borne_disease,medium,0.405,medium,200,1.0,0.393,resolved
3147,166,2024-10-22,vector_borne_disease,medium,0.487,medium,140,15.1,0.529,active
3148,166,2024-11-01,heat_wave,low,0.365,low,159,33.8,0.313,monitored
3149,166,2024-11-30,heat_wave,low,0.361,low,146,14.3,0.301,active
3150,166,2024-12-04,heat_wave,medium,0.446,medium,210,15.2,0.459,monitored
3151,167,2020-09-28,vector_borne_disease,low,0.223,low,5,11.2,0.201,resolved
3152,167,2020-11-21,heat_wave,low,0.224,low,5,24.0,0.203,monitored
3153,167,2021-01-17,heat_wave,low,0.108,low,5,9.0,0.0,resolved
3154,167,2021-08-15,vector_borne_disease,low,0.098,low,5,31.9,0.0,resolved
3155,167,2023-02-28,heat_wave,low,0.096,low,5,18.9,0.0,resolved
3156,167,2023-09-24,vector_borne_disease,low,0.2,low,5,19.3,0.158,resolved
3157,167,2023-10-15,vector_borne_disease,low,0.216,low,5,31.9,0.212,monitored
3158,167,2023-10-30,vector_borne_disease,low,0.211,low,6,21.7,0.171,resolved
3159,167,2024-12-16,heat_wave,low,0.254,low,6,32.4,0.276,active
3160,168,2021-08-25,vector_borne_disease,low,0.191,low,10,14.8,0.102,resolved
3161,168,2021-09-07,vector_borne_disease,low,0.136,low,7,14.6,0.019,resolved
3162,168,2021-10-02,vector_borne_disease,low,0.233,low,5,31.7,0.208,monitored
3163,168,2021-11-05,heat_wave,low,0.162,low,6,30.4,0.095,resolved
3164,168,2021-11-16,heat_wave,low,0.378,low,13,21.0,0.465,resolved
3165,168,2022-01-01,heat_wave,low,0.239,low,11,23.6,0.203,resolved
3166,168,2022-09-28,vector_borne_disease,medium,0.539,medium,24,17.0,0.72,resolved
3167,168,2022-10-21,vector_borne_disease,medium,0.42,medium,16,4.3,0.495,monitored
3168,168,2023-08-01,vector_borne_disease,low,0.155,low,8,21.3,0.048,monitored
3169,168,2023-11-16,heat_wave,low,0.363,low,8,7.7,0.428,resolved
3170,168,2023-12-26,heat_wave,low,0.291,low,8,24.3,0.306,monitored
3171,168,2024-02-12,heat_wave,low,0.117,low,6,22.9,0.0,resolved
3172,168,2024-02-13,heat_wave,low,0.121,low,5,14.8,0.0,resolved
3173,168,2024-04-22,heat_wave,low,0.112,low,5,16.5,0.0,resolved
3174,168,2024-09-20,vector_borne_disease,low,0.193,low,8,12.0,0.118,resolved
3175,168,2024-10-10,vector_borne_disease,low,0.216,low,8,19.6,0.175,monitored
3176,169,2020-01-29,water_contamination,low,0.232,low,69,14.6,0.09,resolved
3177,169,2020-02-23,water_contamination,low,0.194,low,30,18.5,0.0,monitored
3178,169,2020-09-09,water_contamination,low,0.254,low,46,20.5,0.119,resolved
3179,169,2021-01-04,water_contamination,low,0.355,low,155,15.3,0.319,monitored
3180,169,2021-01-23,water_contamination,low,0.186,low,78,16.3,0.032,resolved
3181,169,2021-07-22,water_contamination,low,0.178,low,35,26.1,0.0,resolved
3182,169,2022-07-15,water_contamination,low,0.187,low,73,15.5,0.0,monitored
3183,169,2022-08-05,water_contamination,low,0.209,low,76,9.6,0.046,resolved
3184,169,2022-08-29,water_contamination,low,0.195,low,37,24.7,0.0,monitored
3185,169,2022-10-10,water_contamination,medium,0.447,medium,193,19.3,0.464,monitored
3186,169,2022-10-25,water_contamination,low,0.344,low,72,25.7,0.293,monitored
3187,169,2022-10-31,water_contamination,medium,0.437,medium,175,6.6,0.432,resolved
3188,169,2022-11-14,water_contamination,medium,0.403,medium,131,13.5,0.396,resolved
3189,169,2023-02-07,water_contamination,low,0.396,low,118,11.3,0.377,resolved
3190,169,2023-09-20,water_contamination,low,0.218,low,53,5.9,0.045,monitored
3191,169,2023-11-11,water_contamination,low,0.384,low,154,10.0,0.335,resolved
3192,169,2023-12-24,water_contamination,low,0.328,low,62,27.4,0.227,monitored
3193,169,2024-03-10,water_contamination,low,0.185,low,68,12.9,0.0,monitored
3194,169,2024-06-06,water_contamination,low,0.168,low,45,25.8,0.0,resolved
3195,169,2024-08-27,water_contamination,low,0.192,low,62,9.6,0.013,monitored
3196,169,2024-10-06,water_contamination,low,0.361,low,156,17.6,0.304,monitored
3197,169,2024-12-22,water_contamination,low,0.299,low,59,23.2,0.215,active
3198,170,2020-01-11,heat_wave,low,0.205,low,31,27.4,0.067,monitored
3199,170,2020-01-14,heat_wave,low,0.216,low,16,24.5,0.098,resolved
3200,170,2020-09-25,vector_borne_disease,low,0.249,low,40,28.1,0.155,resolved
3201,170,2020-10-11,vector_borne_disease,low,0.225,low,41,14.0,0.11,resolved
3202,170,2021-02-07,heat_wave,low,0.161,low,20,19.4,0.0,resolved
3203,170,2021-06-21,heat_wave,low,0.166,low,25,12.2,0.0,resolved
3204,170,2021-08-18,vector_borne_disease,low,0.189,low,25,19.2,0.043,resolved
3205,170,2021-09-08,vector_borne_disease,low,0.19,low,14,33.4,0.059,resolved
3206,170,2021-09-11,vector_borne_disease,low,0.256,low,35,13.9,0.123,monitored
3207,170,2021-09-25,vector_borne_disease,low,0.249,low,25,16.8,0.146,monitored
3208,170,2021-10-29,vector_borne_disease,low,0.347,low,72,12.6,0.321,monitored
3209,170,2021-11-07,heat_wave,low,0.332,low,30,18.8,0.306,monitored
3210,170,2021-11-09,heat_wave,low,0.27,low,32,20.9,0.231,monitored
3211,170,2021-12-19,heat_wave,low,0.162,low,18,20.7,0.041,monitored
3212,170,2021-12-28,heat_wave,low,0.253,low,32,38.4,0.155,resolved
3213,170,2022-01-18,heat_wave,low,0.192,low,30,20.8,0.038,resolved
3214,170,2022-02-12,heat_wave,low,0.153,low,23,22.5,0.0,resolved
3215,170,2022-02-20,heat_wave,low,0.157,low,12,13.0,0.0,resolved
3216,170,2022-08-22,vector_borne_disease,low,0.141,low,15,25.1,0.0,resolved
3217,170,2022-09-20,vector_borne_disease,low,0.241,low,28,26.0,0.12,monitored
3218,170,2022-11-02,heat_wave,low,0.304,low,44,10.1,0.242,resolved
3219,170,2022-11-07,heat_wave,low,0.318,low,27,14.0,0.264,resolved
3220,170,2022-11-24,heat_wave,low,0.166,low,15,31.4,0.032,resolved
3221,170,2023-02-19,heat_wave,low,0.166,low,22,15.1,0.0,resolved
3222,170,2023-03-03,heat_wave,low,0.158,low,30,20.0,0.0,resolved
3223,170,2023-10-04,vector_borne_disease,low,0.364,low,30,28.6,0.373,monitored
3224,170,2023-10-08,vector_borne_disease,low,0.304,low,25,34.3,0.263,resolved
3225,170,2023-10-19,vector_borne_disease,low,0.296,low,40,22.0,0.234,resolved
3226,170,2023-11-26,heat_wave,low,0.303,low,26,18.5,0.227,resolved
3227,170,2023-12-30,heat_wave,low,0.256,low,25,26.7,0.158,resolved
3228,170,2024-06-17,heat_wave,low,0.164,low,16,21.0,0.0,monitored
3229,171,2020-01-23,heat_wave,low,0.248,low,7,12.8,0.199,resolved
3230,171,2020-10-31,vector_borne_disease,low,0.291,low,8,15.6,0.276,resolved
3231,171,2020-12-12,heat_wave,low,0.35,low,13,17.6,0.368,resolved
3232,171,2021-04-22,heat_wave,low,0.116,low,5,19.8,0.0,monitored
3233,171,2021-08-30,flood,low,0.185,low,5,20.6,0.119,monitored
3234,171,2021-10-15,vector_borne_disease,low,0.321,low,9,19.5,0.321,resolved
3235,171,2022-02-07,heat_wave,low,0.163,low,5,16.5,0.051,resolved
3236,171,2022-08-04,flood,low,0.129,low,5,11.0,0.0,resolved
3237,171,2022-09-27,flood,low,0.244,low,6,15.3,0.192,resolved
3238,171,2023-06-14,flood,low,0.13,low,5,13.5,0.0,resolved
3239,171,2023-10-31,vector_borne_disease,low,0.322,low,8,20.9,0.334,resolved
3240,171,2023-12-09,heat_wave,low,0.206,low,7,24.8,0.129,monitored
3241,171,2024-05-04,heat_wave,low,0.137,low,5,22.4,0.0,resolved
3242,171,2024-08-02,flood,low,0.258,low,11,26.4,0.196,monitored
3243,171,2024-10-17,vector_borne_disease,low,0.362,low,15,15.3,0.401,monitored
3244,171,2024-12-17,heat_wave,low,0.308,low,5,20.6,0.295,active
3245,171,2024-12-28,heat_wave,low,0.262,low,5,14.5,0.212,active
3246,172,2020-10-09,vector_borne_disease,medium,0.442,medium,37,2.0,0.447,resolved
3247,172,2021-09-20,flood,low,0.354,low,49,38.5,0.316,monitored
3248,172,2021-10-23,vector_borne_disease,medium,0.426,medium,54,25.4,0.427,resolved
3249,172,2022-01-13,heat_wave,low,0.298,low,46,25.3,0.226,resolved
3250,172,2022-02-12,heat_wave,low,0.269,low,34,14.1,0.155,monitored
3251,172,2022-04-08,heat_wave,low,0.164,low,22,13.9,0.0,resolved
3252,172,2022-06-28,flood,low,0.157,low,35,22.3,0.0,monitored
3253,172,2022-09-20,flood,low,0.335,low,30,10.7,0.292,monitored
3254,172,2022-11-24,heat_wave,low,0.365,low,63,34.4,0.33,resolved
3255,172,2023-09-15,flood,low,0.353,low,64,3.1,0.303,resolved
3256,172,2023-10-13,vector_borne_disease,low,0.311,low,29,8.9,0.263,monitored
3257,172,2023-10-20,vector_borne_disease,low,0.348,low,41,28.2,0.312,resolved
3258,172,2023-11-04,heat_wave,medium,0.408,medium,41,31.7,0.404,resolved
3259,172,2023-11-19,heat_wave,low,0.394,low,72,6.7,0.391,resolved
3260,172,2023-11-27,heat_wave,low,0.375,low,51,20.6,0.373,monitored
3261,172,2023-12-07,heat_wave,low,0.385,low,42,13.5,0.351,resolved
3262,172,2024-01-01,heat_wave,low,0.303,low,30,11.6,0.234,monitored
3263,172,2024-08-29,flood,low,0.319,low,26,24.6,0.236,resolved
3264,172,2024-10-15,vector_borne_disease,low,0.385,low,37,24.1,0.365,active
3265,172,2024-10-31,vector_borne_disease,low,0.393,low,74,20.3,0.39,active
3266,173,2020-05-16,heat_wave,low,0.237,low,90,13.9,0.007,resolved
3267,173,2020-06-15,flood,low,0.238,low,70,22.7,0.008,resolved
3268,173,2020-09-06,flood,medium,0.456,medium,186,4.6,0.326,resolved
3269,173,2021-01-20,heat_wave,low,0.359,low,141,19.0,0.213,monitored
3270,173,2021-07-11,flood,low,0.28,low,100,8.5,0.033,resolved
3271,173,2021-07-28,flood,low,0.278,low,131,30.2,0.072,resolved
3272,173,2021-08-10,flood,low,0.378,low,248,25.3,0.194,resolved
3273,173,2021-10-20,vector_borne_disease,medium,0.521,medium,282,23.2,0.427,resolved
3274,173,2021-11-01,heat_wave,medium,0.525,medium,216,14.5,0.461,monitored
3275,173,2021-11-02,heat_wave,medium,0.499,medium,231,15.2,0.425,resolved
3276,173,2022-01-26,heat_wave,low,0.364,low,169,32.4,0.198,resolved
3277,173,2022-08-14,flood,low,0.343,low,83,24.1,0.161,monitored
3278,173,2022-11-10,heat_wave,medium,0.479,medium,293,14.4,0.375,resolved
3279,173,2022-11-27,heat_wave,medium,0.501,medium,193,6.8,0.412,monitored
3280,173,2022-12-26,heat_wave,medium,0.436,medium,175,14.0,0.329,monitored
3281,173,2023-01-12,heat_wave,medium,0.456,medium,169,1.5,0.344,resolved
3282,173,2023-02-19,heat_wave,low,0.32,low,173,9.3,0.119,monitored
3283,173,2023-02-21,heat_wave,low,0.324,low,98,22.8,0.131,resolved
3284,173,2023-06-15,flood,low,0.255,low,140,12.5,0.018,monitored
3285,173,2023-07-18,flood,low,0.248,low,126,24.3,0.014,resolved
3286,173,2023-09-09,flood,medium,0.408,medium,139,13.8,0.285,monitored
3287,173,2023-09-15,flood,medium,0.436,medium,188,12.9,0.315,monitored
3288,173,2024-01-30,heat_wave,low,0.333,low,184,30.2,0.146,resolved
3289,173,2024-02-14,heat_wave,low,0.292,low,136,27.1,0.082,resolved
3290,173,2024-03-09,heat_wave,low,0.272,low,144,13.2,0.028,resolved
3291,173,2024-05-17,heat_wave,low,0.241,low,120,26.9,0.01,monitored
3292,173,2024-08-26,flood,medium,0.425,medium,96,14.2,0.29,monitored
3293,173,2024-09-22,flood,medium,0.483,medium,200,20.2,0.395,resolved
3294,173,2024-10-03,vector_borne_disease,medium,0.496,medium,128,21.8,0.421,monitored
3295,173,2024-10-18,vector_borne_disease,medium,0.537,medium,168,1.5,0.476,active
3296,173,2024-10-23,vector_borne_disease,medium,0.483,medium,277,27.6,0.406,monitored
3297,173,2024-11-17,heat_wave,medium,0.553,medium,229,8.8,0.503,active
3298,173,2024-12-16,heat_wave,medium,0.47,medium,140,18.9,0.369,active
3299,173,2024-12-19,heat_wave,medium,0.432,medium,270,7.8,0.308,monitored
3300,174,2020-01-11,heat_wave,low,0.262,low,46,23.7,0.211,resolved
3301,174,2020-11-21,heat_wave,low,0.322,low,39,15.6,0.309,monitored
3302,174,2020-11-26,heat_wave,low,0.398,low,37,7.6,0.404,resolved
3303,174,2020-12-10,heat_wave,low,0.313,low,33,7.1,0.28,monitored
3304,174,2020-12-27,heat_wave,low,0.273,low,27,20.2,0.224,monitored
3305,174,2021-07-10,flood,low,0.122,low,8,25.2,0.0,resolved
3306,174,2021-08-28,flood,low,0.224,low,25,14.1,0.134,resolved
3307,174,2021-09-26,flood,low,0.321,low,53,13.9,0.305,resolved
3308,174,2021-12-02,heat_wave,low,0.347,low,23,18.3,0.348,resolved
3309,174,2022-04-01,heat_wave,low,0.114,low,13,12.0,0.0,monitored
3310,174,2022-04-03,heat_wave,low,0.115,low,11,9.7,0.0,resolved
3311,174,2022-10-26,vector_borne_disease,low,0.352,low,48,17.9,0.359,monitored
3312,174,2023-01-09,heat_wave,low,0.231,low,38,11.8,0.166,monitored
3313,174,2023-08-02,flood,low,0.13,low,15,23.0,0.0,monitored
3314,174,2023-08-06,flood,low,0.156,low,26,21.2,0.044,resolved
3315,174,2023-10-30,vector_borne_disease,low,0.341,low,59,21.2,0.321,resolved
3316,174,2023-11-22,heat_wave,low,0.376,low,63,23.2,0.391,resolved
3317,174,2024-01-03,heat_wave,low,0.294,low,51,30.4,0.242,monitored
3318,175,2020-01-27,heat_wave,low,0.276,low,5,14.7,0.219,resolved
3319,175,2020-06-02,flood,low,0.167,low,5,32.4,0.0,resolved
3320,175,2020-06-14,flood,low,0.154,low,5,21.4,0.0,resolved
3321,175,2020-09-03,flood,low,0.3,low,7,19.4,0.227,resolved
3322,175,2020-09-19,flood,low,0.333,low,9,26.7,0.291,resolved
3323,175,2020-09-29,flood,low,0.285,low,6,41.8,0.23,monitored
3324,175,2020-11-29,heat_wave,low,0.399,low,9,35.7,0.419,resolved
3325,175,2021-02-14,heat_wave,low,0.149,low,5,22.4,0.0,monitored
3326,175,2021-11-02,heat_wave,low,0.354,low,8,23.6,0.345,resolved
3327,175,2021-11-26,heat_wave,low,0.396,low,8,18.7,0.411,resolved
3328,175,2022-01-08,heat_wave,low,0.231,low,5,24.1,0.11,resolved
3329,175,2022-06-22,flood,low,0.156,low,5,24.7,0.0,resolved
3330,175,2022-07-07,flood,low,0.15,low,5,27.8,0.0,monitored
3331,175,2022-08-20,flood,low,0.33,low,6,16.8,0.278,resolved
3332,175,2022-09-25,flood,low,0.303,low,7,28.1,0.227,resolved
3333,175,2022-10-17,vector_borne_disease,medium,0.405,medium,9,16.0,0.435,resolved
3334,175,2022-10-20,vector_borne_disease,low,0.379,low,11,13.2,0.376,monitored
3335,175,2022-11-17,heat_wave,medium,0.45,medium,11,15.3,0.481,resolved
3336,175,2023-07-07,flood,low,0.134,low,5,21.9,0.0,resolved
3337,175,2023-08-24,flood,low,0.301,low,5,29.3,0.25,resolved
3338,175,2023-08-27,flood,low,0.256,low,6,11.0,0.177,resolved
3339,175,2024-06-14,flood,low,0.141,low,5,7.6,0.0,monitored
3340,175,2024-10-10,vector_borne_disease,low,0.306,low,5,21.2,0.265,monitored
3341,175,2024-10-11,vector_borne_disease,medium,0.428,medium,5,17.3,0.478,active
3342,175,2024-12-04,heat_wave,low,0.315,low,7,16.9,0.259,monitored
3343,176,2020-06-29,flood,low,0.129,low,5,23.8,0.0,resolved
3344,176,2020-08-13,flood,low,0.182,low,5,17.3,0.088,resolved
3345,176,2020-10-01,vector_borne_disease,low,0.343,low,9,32.2,0.351,resolved
3346,176,2020-12-28,heat_wave,low,0.269,low,8,26.0,0.22,monitored
3347,176,2021-01-04,heat_wave,low,0.227,low,5,14.5,0.154,resolved
3348,176,2021-05-06,heat_wave,low,0.124,low,5,19.2,0.0,resolved
3349,176,2021-09-24,flood,low,0.329,low,7,22.6,0.33,resolved
3350,176,2021-10-24,vector_borne_disease,low,0.33,low,7,24.5,0.321,resolved
3351,176,2021-12-29,heat_wave,low,0.329,low,10,23.7,0.322,resolved
3352,176,2022-10-31,vector_borne_disease,low,0.334,low,6,8.7,0.334,resolved
3353,176,2022-11-15,heat_wave,low,0.29,low,9,24.4,0.237,resolved
3354,176,2022-11-22,heat_wave,low,0.392,low,9,20.2,0.422,resolved
3355,176,2023-01-22,heat_wave,low,0.282,low,5,21.6,0.215,monitored
3356,176,2023-02-10,heat_wave,low,0.203,low,5,12.9,0.095,resolved
3357,176,2023-05-26,heat_wave,low,0.126,low,5,23.2,0.0,resolved
3358,176,2023-09-07,flood,low,0.188,low,5,20.1,0.084,resolved
3359,176,2023-09-23,flood,low,0.241,low,7,11.2,0.188,resolved
